Dept Name,Position Description,Job Min Annual,Job Max Annual,Neg Body
MIN OF EDUCATION HQ,SCHOLARSHIP & AWARDS PROG MNGR,90268.0,97071.0,BPSU
MIN OF EDUCATION HQ,RELIEF POLICY ANALYST,115610.0,124043.0,BPSU
MIN OF EDUCATION HQ,MINISTRY COMPTROLLER,128645.0,138378.0,BPSU
EDUCATION,COMMISSIONER OF EDUCATION,172157.0,172157.0,BPSU
EDUCATION,ADMINISTRATIVE ASSISTANT,74661.0,79895.0,BPSU
EDUCATION,DIRECTOR OF ACADEMICS,172157.0,172157.0,BPSU
EDUCATION,MESSENGER/CLERK,37546.0,51837.0,BPSU
EDUCATION,SALARIES SUPERVISOR,79895.0,84445.0,BPSU
EDUCATION,RELIEF SALARIES CLERK,58600.0,62489.0,BPSU
EDUCATION,ACCOUNTS CLERK,56823.0,60567.0,BPSU
EDUCATION,PAYMENT SUPERVISOR,74661.0,79895.0,BPSU
EDUCATION,RELIEF ACCOUNTS CLERK,56823.0,60567.0,BPSU
EDUCATION,RELIEF ACCOUNTS CLERK,56823.0,58600.0,BPSU
EDUCATION,TRAINEE DEPARTMENTAL COMPTRO,81771.0,81771.0,BPSU
EDUCATION,RECEPTIONIST,46541.0,50006.0,BPSU
EDUCATION,SENIOREDUCATION OFFICER ASSES.,151004.0,151004.0,BPSU
EDUCATION,RELIEF FILE CLERK,37546.0,50006.0,BPSU
EDUCATION,MENTOR,104517.0,117567.0,BUT
EDUCATION,STOREKEEPER,,61949.0,BIU
EDUCATION,LABOURER/HELPER,,58553.0,BIU
EDUCATION,TRUCK DRIVER,,59884.0,BIU
EDUCATION,STORES HELPER,,58932.0,BIU
EDUCATION,JANITOR/CLEANER,,6374.0,BIU
EDUCATION,GROUNDSMAN,,62544.0,BIU
EDUCATION,BUS OPERATOR,,64618.0,BIU
EDUCATION,BUS DRIVER,,60647.0,BIU
EDUCATION,BUS DRIVER (1 YEAR+),,60646.0,BIU
EDUCATION,BUS ATTENDANT,,30069.0,BIU
EDUCATION,RELIEF BUS ATTENDANT,,30069.0,BIU
EDUCATION,TRANSPORT LABOUR OFFICER,81771.0,87149.0,BPSU
EDUCATION,FACILITIES MANAGER,115610.0,124043.0,BPSU
EDUCATION,TECHNICAL SUPPORT OFFICER,74661.0,79895.0,BPSU
EDUCATION,ASST. TECH. SUPPORT OFFICER,64606.0,69449.0,BPSU
EDUCATION,COMPUTER SERVICES OFFICER,100668.0,108268.0,BPSU
EDUCATION,IT MANAGER,128645.0,138378.0,BPSU
EDUCATION,STUDENT MGMT SYSTEMS OFFICER,90268.0,97071.0,BPSU
EDUCATION,RELIEF HELP DESK ADMINISTRATOR,62489.0,66982.0,BPSU
EDUCATION,EDUCATIONAL THERAPIST CAT.H,79590.0,107091.0,BUT
EDUCATION,EDUCATIONAL THERAPIST,79590.0,107091.0,BUT
EDUCATION,EDUCATIONAL THERAPIST CAT H,79590.0,107091.0,BUT
EDUCATION,SCHOOL PSYCHOLOGIST,111555.0,119615.0,BPSU
EDUCATION,ADAPTIVE P.E. TEACHER CAT.H,79590.0,107091.0,BUT
EDUCATION,TEACHER-HEARING IMPAIRED CAT H,79590.0,107091.0,BUT
EDUCATION,TEACHER HEARING IMPAIRED CAT.H,79590.0,107091.0,BUT
EDUCATION,TEACHER HEARING IMPARIED CAT.H,79590.0,107091.0,BUT
EDUCATION,TEACHER-VISUAL IMPAIRED CAT H,79590.0,107091.0,BUT
EDUCATION,EDUCATION OFFICER,111555.0,119615.0,BPSU
EDUCATION,"ASST DIRECTOR,STUDENT SERVICES",151004.0,151004.0,BPSU
EDUCATION,RELIEF TEAM SECRETARY SCHOOLS,55702.0,58600.0,BPSU
EDUCATION,RELIEF TEAM SECRETARY,55702.0,58600.0,BPSU
EDUCATION,SUPPORT TEACHER CT. G,76529.0,102972.0,BUT
EDUCATION,RELIEF SUPPORT TEACHER CT. G,89528.0,91542.0,BUT
EDUCATION,SUPPORT TEACHER CAT.F,73585.0,99012.0,BUT
EDUCATION,SUPPORT TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,COUNSELLOR CAT.I,104517.0,117567.0,BUT
EDUCATION,COUNSELLOR CAT H.RELIEF,,104517.0,BUT
EDUCATION,COUNSELLOR CAT.H,104517.0,117567.0,BUT
EDUCATION,EDUCATION OFFICER-COUNSELLING,133426.0,144558.0,BPSU
EDUCATION,RELIEF COUNSELLOR,113281.0,117567.0,BUT
EDUCATION,EDUCATION OFFICER,124043.0,133426.0,BPSU
EDUCATION,EDUCATION OFFICER,119615.0,128645.0,BPSU
EDUCATION,LEARNING SUPPORT TEACHER CAT.H,81381.0,107091.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.G,81381.0,107091.0,BUT
EDUCATION,RELIEF LEARNING SUPPT. TEACHER,99012.0,99012.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.F,81381.0,107091.0,BUT
EDUCATION,PARAEDUCATOR CAT.B,65926.0,71168.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.G,76529.0,107091.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.H,79590.0,107091.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.F,76529.0,107091.0,BUT
EDUCATION,EDUCATIONAL THERAPIST ASST,65926.0,71168.0,BUT
EDUCATION,Educational Therapist Assist,65926.0,71168.0,BUT
EDUCATION,PARAEDUCATOR,65926.0,71168.0,BUT
EDUCATION,EDUCATIONAL THERAPIST ASSISTAN,65926.0,71168.0,BUT
EDUCATION,EDUCATIONAL THERAP ASST CAT.B,65926.0,71168.0,BUT
EDUCATION,RELIEF THERAPIST ASSISTANT,65926.0,71168.0,BUT
EDUCATION,PARAEDUCATOR CAT.A,65926.0,71168.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.F,78251.0,102972.0,BUT
EDUCATION,PARAEDUCATOR CAT.A,65926.0,71168.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.G,79590.0,107091.0,BUT
EDUCATION,TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,TEACHER CAT.G,73585.0,102972.0,BUT
EDUCATION,DIRECTOR,111060.0,130293.0,BUT
EDUCATION,ASSISTANT DIRECTOR,133426.0,144558.0,BPSU
EDUCATION,ATTENDANCE OFFICER,68280.0,72088.0,BUT
EDUCATION,ATTENDANCE & REGISTRATION COOR,90268.0,97071.0,BPSU
EDUCATION,ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
EDUCATION,CUSTODIAN,,58932.0,BIU
EDUCATION,DEPUTY PRINCIPAL K1,104517.0,122270.0,BUT
EDUCATION,SCHOOL SOCIAL WORKER,104393.0,111555.0,BPSU
EDUCATION,SCHOOL PRINCIPAL,123674.0,123674.0,ASP
EDUCATION,SUBSTITUTE TEACHER,,102972.0,BUT
EDUCATION,EDUCATIONAL THERAPIST CAT.H,81381.0,107091.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,67409.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,67409.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,69263.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,102973.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,78250.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,96833.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,44803.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,73315.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,71168.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,67409.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,107091.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,99012.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,100707.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,99012.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,79590.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,51593.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,91542.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,69262.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,113281.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,70538.0,BUT
EDUCATION,SUBSTITUTE TEACHER,,78251.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,84176.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,73315.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,51593.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,102973.0,BUT
EDUCATION,RELIEF TEACHER,,73315.0,BUT
EDUCATION,RELIEF TEACHER,,96834.0,BUT
EDUCATION,RELIEF TEACHER,,69262.0,BUT
EDUCATION,RELIEF TEACHER,,44803.0,BUT
EDUCATION,RELIEF TEACHER,,51593.0,BUT
EDUCATION,RELIEF TEACHER,,102973.0,BUT
EDUCATION,RELIEF TEACHER,,91542.0,BUT
EDUCATION,RELIEF TEACHER,,99012.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,81381.0,BUT
EDUCATION,RELIEF TEACHER,,107021.0,BUT
EDUCATION,RELIEF TEACHER,,100707.0,BUT
EDUCATION,RELIEF TEACHER,,67409.0,BUT
EDUCATION,RELIEF TEACHER,,65926.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,99012.0,BUT
EDUCATION,SUBSTITUTE TEACHER - ALLOCATED,,69262.0,BUT
EDUCATION,EARLY CHILDHOOD SPECIALIST,93611.0,100668.0,BPSU
EDUCATION,"COORDINATOR,CHILD DEV PROGRAMM",128645.0,138378.0,BPSU
EDUCATION,PARENT SUPPORT HOME VISITOR,53736.0,56823.0,BPSU
EDUCATION,FAMILY CO-ORDINATOR,108268.0,115610.0,BPSU
EDUCATION,RELIEF SECRETARY - CDC,55702.0,58600.0,BPSU
EDUCATION,TESTING SUPER PSYCHOLOGIST,111555.0,119615.0,BPSU
EDUCATION,HOME INTERVENTION WORKER,97071.0,104393.0,BPSU
EDUCATION,QUALITY ASSURANCE OFFICER,115610.0,124043.0,BPSU
EDUCATION,"ASST DIRECTOR, EARLY CHILDHOOD",115610.0,151004.0,BPSU
EDUCATION,PRESCHOOL ADMINISTRATOR K2,104735.0,125770.0,BUT
EDUCATION,PRESCHOOL TEACHER CAT.F,73585.0,99012.0,BUT
EDUCATION,JANITOR/CLEANER,,25497.0,BIU
EDUCATION,PRESCHOOL TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,PRESCHOOL ADMINISTRATOR K2,116282.0,130801.0,BUT
EDUCATION,PRESCHOOL TEACHER CAT. E,73585.0,99012.0,BUT
EDUCATION,JANITOR/CLEANER,,19123.0,BIU
EDUCATION,PRESCHOOL TEACHER CAT.F,78251.0,102972.0,BUT
EDUCATION,PRESCHOOL ADMINISTRATOR,104735.0,125770.0,BUT
EDUCATION,PRESCHOOL ADMINISTRATOR K4,107509.0,120933.0,BUT
EDUCATION,PRESCHOOL ADMINISTRATOR K2,107509.0,120933.0,BUT
EDUCATION,PRESCHOOL ADMINISTRATOR K3,111270.0,125770.0,BUT
EDUCATION,PRESCHOOL TEACHER CAT.E,73585.0,99012.0,BUT
EDUCATION,PRESCHOOL TEACHER CAT.F,73585.0,102972.0,BUT
EDUCATION,PRIMARY SCHOOL PRINCIPAL ASP1,123674.0,139200.0,ASP
EDUCATION,PRIMARY SCHOOL DEPUTY K1,81381.0,100707.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.E,73585.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.G,107091.0,107091.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.F,78251.0,102972.0,BUT
EDUCATION,RELIEF PRIMARY SCHOOL TEACHER,73585.0,99012.0,BUT
EDUCATION,ADMIN ASSIST.- SCHOOLS,62489.0,66982.0,BPSU
EDUCATION,PRIMARY SCHOOL DEPUTY K1,100707.0,122270.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT. E,73585.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.F,73585.0,99012.0,BUT
EDUCATION,ADMINISTRATIVE ASSTNT-SCHOOLS,62489.0,66982.0,BPSU
EDUCATION,PRIMARY SCHOOL TEACHER CAT.H,76529.0,102972.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.G,76529.0,78251.0,BUT
EDUCATION,ADMIN ASST. - SCHOOLS,62489.0,66982.0,BPSU
EDUCATION,PRIMARY SCHOOL PRINCIPAL ASP2,123674.0,139200.0,ASP
EDUCATION,PRIMARY SCHOOL DEPUTY K2,104735.0,122270.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT G,76529.0,102972.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.D,73585.0,95204.0,BUT
EDUCATION,TRAFFIC WARDEN/CROSSING,,15613.0,BIU
EDUCATION,RELIEF PRIMARY SCHOOL TEACHER,96833.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL PRINCIPAL ASP2,127694.0,139200.0,ASP
EDUCATION,PRIMARY SCHOOL TEACHER CAT.G,76529.0,95204.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.G,76529.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.F,73585.0,102972.0,BUT
EDUCATION,RELIEF CUSTODIAN,,57279.0,BIU
EDUCATION,PRIMARY SCHOOL TEACHER CAT.F,79590.0,107091.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.F,76529.0,102972.0,BUT
EDUCATION,RELIEF PRIMARY SCHL TCH CAT.G,73585.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL PRINCIPAL ASP2,127694.0,127694.0,ASP
EDUCATION,RELIEF PRIMARY SCH TEACH CAT.F,,91542.0,BUT
EDUCATION,RELIEF PRIMARY SCHOOL TEACHER,76529.0,102972.0,BUT
EDUCATION,RELIEF PRIMARY SCHOOL TEACHER,96833.0,99012.0,BUT
EDUCATION,TEACHER,76529.0,102972.0,BUT
EDUCATION,JANITOR/CLEANER,,19122.0,BIU
EDUCATION,ADMIN ASST. - SCHOOLS,62489.0,62489.0,BPSU
EDUCATION,PRIMARY SCHOOL TEACHER CAT D,73585.0,99012.0,BUT
EDUCATION,PRIMARY SCHOOL TEACHER CAT.H,73585.0,99012.0,BUT
EDUCATION,RELIEF ADMIN ASSISTANT,62489.0,62489.0,BPSU
EDUCATION,PRIMARY SCHOOL DEPUTY K2,100707.0,122270.0,BUT
EDUCATION,EDUCATION OFFICER FOREIGN LANG,119615.0,128645.0,BPSU
EDUCATION,EDUCATION OFFICER CERTIFICATIO,119615.0,128645.0,BPSU
EDUCATION,OFFICE ADMINISTRATOR,69449.0,74661.0,BPSU
EDUCATION,"SECRETARY, BSSC",55702.0,58600.0,BPSU
EDUCATION,RELIEF SECRETARY,55702.0,58600.0,BPSU
EDUCATION,TEST SCORING CLERK BSSC,37546.0,50006.0,BPSU
EDUCATION,RELIEF TEST SCORING CLERK,37546.0,50006.0,BPSU
EDUCATION,ATHLETIC ADMINISTRATOR - BSSF,90268.0,97071.0,BPSU
EDUCATION,CAREER PATHWAYS FACILITATOR,73585.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.F,78251.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.D,73585.0,99012.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.D,76529.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.F,79590.0,107091.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.F,76529.0,102972.0,BUT
EDUCATION,COUNSELLOR CAT.I,100707.0,117567.0,BUT
EDUCATION,RELIEF TEACHER CAT. G,76529.0,102972.0,BUT
EDUCATION,T/CLERICAL ASST GUIDANCE COUNS,50006.0,53736.0,BPSU
EDUCATION,MIDDLE SCHOOL TEACHER CAT.F,79590.0,99012.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.F,79590.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL PRINCIPAL ASP3,133307.0,133307.0,ASP
EDUCATION,MIDDLE SCHOOL TEACHER CAT.D,73585.0,95204.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.F,79590.0,107091.0,BUT
EDUCATION,MIDDLE TEACHER CAT.G-CAMBRIDGE,76529.0,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER  CAT.F,79590.0,107091.0,BUT
EDUCATION,JANITOR/CLEANER,,31871.0,BIU
EDUCATION,SENIOR SCHOOL PRINCIPAL ASP4,139200.0,139200.0,ASP
EDUCATION,SENIOR SCHOOL TEACHER CAT.G,76529.0,102972.0,BUT
EDUCATION,PARAEDUCATOR CAT.B,65926.0,95204.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.F,73585.0,99012.0,BUT
EDUCATION,SENIOR SCHOOL DEPUTY K4,111060.0,130293.0,BUT
EDUCATION,RELIEF TEACHER CAT. G,76529.0,78251.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.H,76529.0,102972.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.F,79590.0,107091.0,BUT
EDUCATION,STAFF DEVELOP DIRECTOR CAT.J,76529.0,99012.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.D,73585.0,99012.0,BUT
EDUCATION,LABORATORY TECHNICIAN,66982.0,72011.0,BPSU
EDUCATION,RELIEF EDUCATIONAL THERAPIST,79590.0,107091.0,BUT
EDUCATION,MIDDLE SCHOOL DEPUTY K3,106788.0,125282.0,BUT
EDUCATION,TEACHER  CAT.F  RELIEF,,99012.0,BUT
EDUCATION,RELIEF MIDDLE SCH TEACH CAT.G,,102972.0,BUT
EDUCATION,MIDDLE SCHOOL DEPUTY K3,111375.0,125282.0,BUT
EDUCATION,RELIEF PE/HEALTH  TEACHER,,102972.0,BUT
EDUCATION,MIDDLE SCHOOL TEACHER CAT.G,76529.0,99012.0,BUT
EDUCATION,TEACHER  CAT.E RELIEF,,99012.0,BUT
EDUCATION,SENIOR SCHOOL DEPUTY K4,111830.0,130293.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.G,76529.0,78251.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.F,73585.0,75241.0,BUT
EDUCATION,PARTTIME LIBRARY ASST CAT D,,78251.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.G,76529.0,99012.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.F,76529.0,102972.0,BUT
EDUCATION,LEARNING SUPPORT TEACHER CAT.D,79590.0,107091.0,BUT
EDUCATION,COUNSELLOR CAT.I,100707.0,111375.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.F,71168.0,73585.0,BUT
EDUCATION,COUNSELLOR/SOCIALWORKER,100707.0,117567.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.D,73585.0,95204.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.G,71168.0,73585.0,BUT
EDUCATION,SENIOR SCHOOL TEACHER CAT.F,76529.0,102972.0,BUT
EDUCATION,AFTER PRESCHOOL CARE STAFF,,11250.0,MISC
EDUCATION,AFTER PRESCHOOL CARE STAFF,,10000.0,MISC
EDUCATION,AFTER PRESCHOOL CARE STAFF,,9000.0,MISC
DEPT OF LIBRARIES AND ARCHIVES,TECHNICAL SERVICES SUPERVISOR,77419.0,81771.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,LOCAL STUDIES ASSISTANT,62489.0,66982.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,LOCAL STUDIES LIBRARIAN,93611.0,100668.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,PUBLIC SERVICES LIBRARIAN,115610.0,124043.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,RELIEF CIRCULATION ASSISTANT,58600.0,62489.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,CIRCULATION LIBRARIAN,93611.0,100668.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,PUBLIC SERVICES ASSISTANT,72011.0,77419.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,PUBLIC SERVICES ASSISTANT,72011.0,72011.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,RELIEF ARCHIVES ASSISTANT,69449.0,74661.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,APPRAISAL ARCHIVIST,90268.0,97071.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,YOUTH SERVICES LIBRARIAN,111555.0,119615.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,YOUTH COLLECTION LIBRARIAN,90268.0,97071.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,CIRCULATION ASSISTANT,58600.0,62489.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,RECORDS OFFICER,84445.0,90268.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,RECORDS ASSISTANT-PROCESSING,64606.0,69449.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,RECORDS ASSISTANT-LOGISTICS,64606.0,69449.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,ARCHIVIST RECORDS MGMT,111555.0,119615.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,MULTIMEDIA OFFICER,79895.0,84445.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,PROGRAMME COORDINATOR,79895.0,84445.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,DIRECTOR,157752.0,164794.0,BPSU
DEPT OF LIBRARIES AND ARCHIVES,ACCOUNTS OFFICER/ADMIN ASSTANT,72011.0,77419.0,BPSU
"YOUTH, SPORT AND RECREATION",DIRECTOR OF YOUTH SPORT & REC,164794.0,164794.0,BPSU
"YOUTH, SPORT AND RECREATION",SENIOR ACCOUNTS OFFICER,93611.0,100668.0,BPSU
"YOUTH, SPORT AND RECREATION",ADMINISTRATIVE ASSISTANT,69449.0,74661.0,BPSU
"YOUTH, SPORT AND RECREATION",ACCOUNTS OFFICER,64606.0,69449.0,BPSU
"YOUTH, SPORT AND RECREATION",ADMINISTRATIVE  ASST. BOOKINGS,60567.0,64606.0,BPSU
"YOUTH, SPORT AND RECREATION",ADMINISTRATIVE  ASST. CUST SVC,53736.0,56823.0,BPSU
"YOUTH, SPORT AND RECREATION",SENIOR SPORTS DEVELOPMENT,115610.0,124043.0,BPSU
"YOUTH, SPORT AND RECREATION",ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
"YOUTH, SPORT AND RECREATION",SPORTS DEVELOPMENT OFFICER,87149.0,93611.0,BPSU
"YOUTH, SPORT AND RECREATION",PROPERTY DEVELOPMENT OFFICER,93611.0,144558.0,BPSU
"YOUTH, SPORT AND RECREATION",RELIEF GROUNDSMAN/TRUCK DRIVER,,58553.0,BIU
"YOUTH, SPORT AND RECREATION",SENIOR STADIUM ATTENDANT,,59588.0,BIU
"YOUTH, SPORT AND RECREATION",STADIUM ATTENDANT/GROUNDSMAN,,56004.0,BIU
"YOUTH, SPORT AND RECREATION",SPORTS FACILITIES MANAGER,79895.0,119615.0,BPSU
"YOUTH, SPORT AND RECREATION",SECRETARY - SPORTS FACILITIES,55702.0,58600.0,BPSU
"YOUTH, SPORT AND RECREATION",SNR. STADIUM ATTENDANT TENNIS,,59588.0,BIU
"YOUTH, SPORT AND RECREATION",STADIUM ATTENDANT TENNIS,,58449.0,BIU
"YOUTH, SPORT AND RECREATION",STADIUM ATTENDANT TENNIS,,23400.0,BIU
"YOUTH, SPORT AND RECREATION",EVENING/WEEKEND RECEPTIONIST,,23400.0,MISC
"YOUTH, SPORT AND RECREATION",CENTRE SUPERVISOR,90268.0,97071.0,BPSU
"YOUTH, SPORT AND RECREATION",SENIOR COMMUNITY WORKER,69449.0,74661.0,BPSU
"YOUTH, SPORT AND RECREATION",ASSISTANT COMMUNITY WORKER,,56420.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME COORDINATOR,,58240.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SUPERVISOR,,40300.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SUPERVISOR,,90267.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SUPERVISOR,,56420.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SUPERVISOR,,40920.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SUPERVISOR,,44330.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME SENIOR WORKER,,22620.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME WORKER,,17550.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME WORKER,,21060.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME WORKER,,21600.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME RELIEF WORKER,,21060.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME RELIEF WORKER,,17550.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME RELIEF WORKER,,45500.0,MISC
"YOUTH, SPORT AND RECREATION",PROGRAMME RELIEF WORKER,,54600.0,MISC
"YOUTH, SPORT AND RECREATION",COMMUNITY WORKER,58600.0,62489.0,BPSU
"YOUTH, SPORT AND RECREATION",CARETAKER/GROUNDSPERSON,,58954.0,BIU
"YOUTH, SPORT AND RECREATION",RELIEF CENTRE SUPERVISOR,90268.0,97071.0,BPSU
"YOUTH, SPORT AND RECREATION",SEAMAN/GROUNDSMAN,,58954.0,BIU
"YOUTH, SPORT AND RECREATION",CARETAKER/SENIOR PILOT,,65580.0,BIU
"YOUTH, SPORT AND RECREATION",SEAMAN/ GROUNDSMAN,,58954.0,BIU
"YOUTH, SPORT AND RECREATION",CARETAKER/SR PILOT-REVERSE,,66630.0,BIU
"YOUTH, SPORT AND RECREATION",CARETAKER/GROUNDSMAN,,58954.0,BIU
"YOUTH, SPORT AND RECREATION",SENIOR YOUTH SERVICES DEVELOP.,115610.0,124043.0,BPSU
"YOUTH, SPORT AND RECREATION",ADMINISTRATIVE OFFICER,64606.0,69449.0,BPSU
"YOUTH, SPORT AND RECREATION",RELIEF YOUTH SERV. DEV. OFF.,104393.0,111555.0,BPSU
MINISTRY OF HEALTH HQ,EXECUTIVE ASSISTANT,77419.0,81771.0,BPSU
MINISTRY OF HEALTH HQ,SENIOR ACCOUNTS CLERK,72011.0,77419.0,BPSU
MINISTRY OF HEALTH HQ,ACCOUNTS OFFICER,58600.0,62489.0,BPSU
MINISTRY OF HEALTH HQ,RELIEF CUSTOMER SERVICE REP,51837.0,55702.0,BPSU
MINISTRY OF HEALTH HQ,RELIEF MANAGEMENT ACCOUNTANT,115610.0,124043.0,BPSU
MINISTRY OF HEALTH HQ,ACCOUNTS ASSISTANT,58600.0,62489.0,BPSU
MINISTRY OF HEALTH HQ,POLICY ANALYST,119615.0,128645.0,BPSU
MINISTRY OF HEALTH HQ,REGISTRATIONS MANAGER,93611.0,100668.0,BPSU
MINISTRY OF HEALTH HQ,ADMINISTRATIVE OFFICER,72011.0,77419.0,BPSU
MINISTRY OF HEALTH HQ,EPIDEMIOLOGIST,115610.0,124043.0,BPSU
MINISTRY OF HEALTH HQ,NURSE EPIDEMIOLOGIST,115610.0,124043.0,BPSU
MINISTRY OF HEALTH HQ,SURVEILLANCE OFFICER,72011.0,77419.0,BPSU
